Course Name,Display Name,City,Zip,Type,Website,Booking Platform,Booking URL,Online Booking,Confidence,Notes
F.E. Warren AFB Golf Course,,Cheyenne,,Closed,https://www.warren.af.mil/,,,no,high,"Base course closed spring 2020 after ~$300K in losses over six years and low Airman use. Land reused for paintball, archery, axe throwing and disc golf; driving range/clubhouse kept. | Southeast / Front Range region | Permanently closed. | Source sheet verification: CLOSED | Sheet status: Permanently Closed"
Kingham Prairie View Golf Course,,Cheyenne,,Municipal,https://airportgolfclub.com/,chronogolf,https://www.chronogolf.com/club/prairie-view-golf-course,yes,high,"Pro shop (307) 218-9818 | 9 holes, City of Cheyenne; run with Airport Golf Club. Alternate pro shop line (307) 637-6420. Website field shared with Airport GC (both Cheyenne city courses); confirm separate site if one exists. | Southeast / Front Range region | Chronogolf club 15486; verified 71/69 slots at +2/+7. | Source sheet verification: VERIFIED"
Little America Golf Course,,Cheyenne,,Resort,https://cheyenne.littleamerica.com/golf-course/,agilysys,https://book.onagilysys.com/onecart/golf/courses/459/cheyenne-littleamerica,yes,high,Pro shop (307) 775-8500 | 9-hole executive course at the Little America Hotel & Resort; open to the public. 2800 W Lincolnway. | Southeast / Front Range region | Agilysys OneCart course 459 property cheyenne-littleamerica (internal id 418); verified 16/17 slots at +3/+8. | Source sheet verification: VERIFIED
Olive Glenn Golf & Country Club,,Cody,,Semi-Private,https://www.oliveglenngolfclub.com/,chronogolf,https://www.chronogolf.com/club/olive-glenn-golf-country-club,yes,high,"Pro shop (307) 578-8105 | 18-hole par-72 near Yellowstone's east gate; members plus public green fees. Club site links a Chronogolf member portal but no confirmed public deep link. | Northwest / Big Horn Basin region | Chronogolf club 15483; sheet said UNVERIFIED, verified 5/50 slots at +2/+7 across its two bookable courses. | Source sheet verification: UNVERIFIED"
Douglas Community Club & Golf Course,,Douglas,,Public,https://www.golfdouglas.com/,,,no,high,Pro shop (307) 358-5099 | 18 holes on 142.9 acres with narrow fairways and abundant wildlife; community-owned with clubhouse restaurant. No online tee sheet. | Central Wyoming region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE
Antelope Hills Golf Course,,Dubois,,Public,https://www.duboisgolfclub.com/,,,no,high,"Pro shop (307) 455-2888 | 9 holes at 7,000 ft in the Wind River valley; open daily mid-April through October. Memberships, daily fees and punch cards. | Central Wyoming region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE | Sheet status: Seasonal"
A Bar A Ranch Golf Course,,Encampment,,Private,https://www.abararanch.com/,,,no,high,"Pro shop (307) 327-5454 | Golf listed among activities at the historic A Bar A guest ranch in the Platte Valley; play limited to ranch guests/members. Hole count not confirmed on ranch site. | Southeast / Front Range region | Private club, members only. | Source sheet verification: PRIVATE"
Purple Sage Golf Course,,Evanston,,Municipal,https://purplesagegc.com/,other:foreup-login,https://foreupsoftware.com/index.php/booking/19040/806#/teetimes,yes,high,"Pro shop (307) 789-2383 | 18-hole city-run course at 401 Kindler Dr in southwest Wyoming's high desert. Contact psgc@allwest.net. | Southwest Wyoming region | ForeUp tenant exists but the SPA redirects to a Log In screen and the times API returns 0 on every date probed with no public booking class. Login-gated, so not scrapeable; card links out. | Source sheet verification: VERIFIED"
Bell Nob Golf Course,,Gillette,,Municipal,https://www.campbellcountywy.gov/1794/Golf-Courses,other:webtrac,https://wycampbellctygolfweb.myvscloud.com/webtrac/web/splash.html,yes,high,Pro shop (307) 686-7069 | 18 holes owned by Campbell County Parks & Rec at 4600 Overdale Dr. Chronogolf listing exists but is flagged no-online-booking; county WebTrac portal is the live tee sheet. Shares the Campbell County WebTrac portal with the companion course; de-duplicate by booking URL when scraping. | Northeast / Powder River region | Vermont Systems WebTrac municipal reservation portal (Campbell County). Not a golf tee-sheet engine; link-only card. | Source sheet verification: UPDATED
Bell Nob Wee Links (Executive Course),,Gillette,,Executive/Par-3,https://www.campbellcountywy.gov/1794/Golf-Courses,other:webtrac,https://wycampbellctygolfweb.myvscloud.com/webtrac/web/splash.html,yes,high,"Pro shop (307) 686-7069 | 9-hole par-27 executive course built 2005, designed by Carl Thuesen; 1,187 yds from the gold tees. Shares Bell Nob clubhouse and county booking system. Shares the Campbell County WebTrac portal with the companion course; de-duplicate by booking URL when scraping. | Northeast / Powder River region | Vermont Systems WebTrac municipal reservation portal (Campbell County), shares the Bell Nob portal. Link-only card. | Source sheet verification: UPDATED"
Gillette Golf Club,,Gillette,,Private,https://gillettegolfclub.com/,,,no,high,"Pro shop (307) 682-4774 | 9-hole private member club at 1800 Country Club Rd; member tee times handled through a ForeUp member portal. | Northeast / Powder River region | Private club, members only. | Source sheet verification: PRIVATE"
Glenrock Golf Club,,Glenrock,,Municipal,https://glenrockgolfclub.com/,golfback,https://golfback.com/#/course/4c671922-ad5d-452b-b0d3-bdb92aa5f2f7/,yes,high,"Pro shop (307) 436-5560 | 9 holes, 2,685 yds, par 70 with multiple tee sets; small-town course between Casper and Douglas. | Central Wyoming region | GolfBack course 4c671922-ad5d-452b-b0d3-bdb92aa5f2f7, address-confirmed Glenrock WY; verified 46 slots at +8. The 0 at +3 is a genuine blocked day, not platform death. | Source sheet verification: VERIFIED"
Rolling Green Country Club,,Green River,,Semi-Private,,other:unclaimed-chronogolf,https://www.chronogolf.com/club/rolling-green-country-club-wyoming,yes,high,"Pro shop (307) 875-6200 | 9-hole club in Green River; public play accepted. No independent course website found to confirm the booking link target. | Southwest Wyoming region | Chronogolf club 15490 resolves but the club is online_booking_enabled=false and active=false and returns 0 slots on every date. An unclaimed directory listing, not a live tee sheet - tagging chronogolf here would publish a permanent silent zero. | Source sheet verification: UNVERIFIED"
Trail Ruts Golf Course,,Guernsey,,Municipal,https://www.townofguernseywy.us/departments/trail_ruts_golf_course,,,no,high,"Pro shop (307) 836-2255 | 9 holes owned by the Town of Guernsey with adjoining campground; the National Historic Landmark Oregon Trail ruts cross holes 1, 4 and 5. | Southeast / Front Range region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE"
The Golf Club at Devils Tower,,Hulett,,Private,https://www.devilstowergolf.com/,,,no,high,"Pro shop (307) 467-5773 | Private destination club at 77 Tower View Dr with views of Devils Tower; on-site lodging for members/guests. 77 Steakhouse & Saloon open to the public. | Northeast / Powder River region | Private club, members only. | Source sheet verification: PRIVATE"
3 Creek Ranch Golf Club,,Jackson,,Private,https://www.3creekranchgolfclub.com/,,,no,high,"Pro shop (307) 732-8900 | 18-hole Rees Jones design in a private residential ranch community south of Jackson; strictly members and guests. | Jackson Hole & Teton Valley region | Private club, members only. | Source sheet verification: PRIVATE"
Jackson Hole Golf & Tennis Club,,Jackson,,Semi-Private,https://www.jhgtc.com/,quick18,https://jacksonhole.quick18.com/teetimes/searchmatrix,yes,high,"Pro shop (307) 733-3111 | 18 holes, Robert Trent Jones Jr. Semi-private: limited daily non-member tee times (roughly 1-2pm). Season early May to mid-October. Grand Teton Lodge Co. affiliated. | Jackson Hole & Teton Valley region | Quick18 tenant jacksonhole; verified 2 slots at +3. Booking window is about 7 days, so later dates read empty by design. | Source sheet verification: VERIFIED"
Snake River Sporting Club,,Jackson,,Resort,https://www.snakeriversportingclub.com/,,,no,high,"Pro shop (307) 733-3444 | 18-hole Tom Weiskopf design in Snake River Canyon. Play limited to members, their guests and Sylvan Lodge/cabin lodging guests; tee times via concierge or golf shop. | Jackson Hole & Teton Valley region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE"
Fossil Island Golf Course,,Kemmerer,,Municipal,https://www.kemmerer.org/fossil-island-golf-course/,,,no,high,Pro shop (307) 877-6954 | 9 holes owned by the City of Kemmerer on the Hams Fork River; Dick Phelps design incorporating a double par-5 island green built in 1920. Apr-Oct; off-season (307) 466-2265. | Southwest Wyoming region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE | Sheet status: Seasonal
Lander Golf Club,,Lander,,Public,https://landergolfcourse.com/,foreup,https://foreupsoftware.com/index.php/booking/7118/191#teetimes,yes,high,"Pro shop (307) 332-4653 | 18 holes at 1 Golf Course Dr on the edge of the Wind River Range; formerly Lander Golf & Country Club, now open daily-fee play. | Central Wyoming region | ForeUp course 7118 schedule 191; verified 63 slots at +2. Sheet gave the rc.foreupsoftware.com host; the canonical host answers, so the adapter base is correct. | Source sheet verification: VERIFIED"
Fox Run Golf Course,,Laramie,,Semi-Private,https://www.foxrunlaramie.com/,teeitup,https://fox-run-golf-course-v2.book.teeitup.com/,yes,high,"Pro shop (307) 745-4161 | 18 holes at 489 State Hwy 230 southwest of Laramie; the former Laramie Country Club, now a public-access golf course and event center with pool. | Southeast / Front Range region | TeeItUp alias fox-run-golf-course-v2; verified 39 slots at +3. Confirmed this alias is the LARAMIE course, not Vermont's Fox Run: kenna dayInfo for the alias gives sunrise 12:14Z and sunset 01:59Z, i.e. 06:14 and 19:59 Mountain, and the SPA titles itself FOX RUN GOLF COURSE. | Source sheet verification: VERIFIED"
Jacoby Golf Course (Glen 'Red' Jacoby),,Laramie,,University,https://www.uwyo.edu/jacobygc/index.html,teeitup,https://jacoby-golf-course.book.teeitup.com/,yes,high,"Pro shop (307) 745-3111 | 18 holes owned by the University of Wyoming, up to 7,247 yds par 71 at 7,200 ft; open to the public. Season April-October. Separate member portal at jacoby-members-booking-engine.book.teeitup.com. | Southeast / Front Range region | TeeItUp alias jacoby-golf-course; verified 27 slots at +3. | Source sheet verification: VERIFIED"
Foster Gulch Golf Course,,Lovell,,Public,https://www.fostergulch.com/,,,no,high,Pro shop (307) 548-2445 | 9 holes at 925 Lane 13 in the Big Horn Basin near Bighorn Canyon NRA; open 8am-8pm daily in season. Book by phone. | Northwest / Big Horn Basin region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE
Niobrara Country Club,,Lusk,,Semi-Private,,,,no,high,"Pro shop (307) 334-2438 | 9 holes at 34 Hwy 273, opened 1942, 3,197 yds; often listed as Lusk Municipal Golf Course. Facebook presence only, no website. | Southeast / Front Range region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE"
Salt Creek Country Club,,Midwest,,Semi-Private,,,,no,high,"Pro shop (307) 437-6511 | 9 holes built 1921 in the Salt Creek oil field; sand greens and mowed prairie-grass fairways, par 35, 3,004 yds. Season May-Oct, no cart rental, walking course. | Central Wyoming region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE | Sheet status: Seasonal"
Newcastle Country Club,,Newcastle,,Semi-Private,https://newcastlecountryclub.com/,teesnap,https://newcastlecc.teesnap.net/,yes,high,"Pro shop (307) 746-2639 | 9 holes, par 36, in the Black Hills foothills; open to the public. Driving range, pro shop, kitchen/bar and a year-round AboutGolf simulator. | Northeast / Powder River region | TeeSnap tenant newcastlecc, course 1592; verified 40 slots at both +3 and +8 through customer-api. No maintenance banner and not a parked tenant. | Source sheet verification: VERIFIED"
Leaning Rock Golf Course,,Pine Bluffs,,Municipal,https://www.pinebluffswy.gov/recreation/page/leaning-rock-golf-course,,,no,high,"Pro shop (307) 245-3746 | 9 holes, par 32, run by the Town of Pine Bluffs Recreation Dept. $10 green fee / $60 season pass paid via dropbox at Town Hall, 215 Main St. No tee times. | Southeast / Front Range region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE"
Keyhole Country Club,,Pine Haven,,Semi-Private,https://trinityholland5.wixsite.com/keyholecountryclub,,,no,high,"Pro shop (307) 756-3775 | 9 holes at Keyhole Reservoir near Moorcroft; memberships plus public play, events. Book by phone. | Northeast / Powder River region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE"
Rendezvous Meadows Golf Course,,Pinedale,,Municipal,https://golfpinedale.com/,,,no,high,Pro shop (307) 367-4252 | 9-hole public course at 1581 Club House Rd on the west slope of the Wind River Range; two tee sets allow an 18-hole round. Short high-altitude season. | Southwest Wyoming region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE | Sheet status: Seasonal
Powell Golf Club,,Powell,,Public,https://www.powellgolfclub.org/,foreup,https://foreupsoftware.com/index.php/booking/22239/10190#teetimes,yes,high,"Pro shop (307) 754-7259 | 18 holes, par 72, 6,970 yds, located 7 miles east of Powell. Daily fees and season passes open to the general public. | Northwest / Big Horn Basin region | ForeUp course 22239 schedule 10190; verified 37 slots at +2. | Source sheet verification: VERIFIED"
Rochelle Ranch Golf Course,,Rawlins,,Municipal,https://www.rawlinswy.gov/158/Rochelle-Ranch-Golf-Course,foreup,https://foreupsoftware.com/index.php/booking/22177/10199#teetimes,yes,high,"Pro shop (307) 324-7121 | 18-hole links-style municipal by Ken Kavanaugh, 5,706-7,925 yds; City of Rawlins. Golfweek ranked it #2 in Wyoming (2021). City site shows no direct booking link. | Southeast / Front Range region | CORRECTED 2026-08-13: sheet said GolfNow facility 11133. That facility record is real (Rochelle, Rawlins WY) but carries zero inventory on every date probed while a control facility rendered normally; the city's own site still links it. Real engine is ForeUp 22177 schedule 10199, verified 43/72/72 across its 8-day window. | Source sheet verification: UNVERIFIED"
Riverton Country Club,,Riverton,,Semi-Private,https://www.rccwyo.com/,foreup,https://foreupsoftware.com/index.php/booking/23052/12664#teetimes,yes,high,"Pro shop (307) 856-4779 | 18 holes at 4275 Country Club Dr; membership club that publishes non-member rates and takes public tee times. Golf shop ext. 1. | Central Wyoming region | ForeUp course 23052 schedule 12664; verified 36 slots at +7. The page's booking_class 52231 returns 401, so the class is deliberately omitted. | Source sheet verification: VERIFIED"
White Mountain Golf Course,,Rock Springs,,Municipal,https://rswy.net/parks_recreation/facilities/white_mountain_golf_course.php,foreup,https://foreupsoftware.com/index.php/booking/19300/1407#teetimes,yes,high,Pro shop (307) 352-1415 | 27 holes (Sands/Lakes/Hills nines) operated by the City of Rock Springs at the Wataha Recreation Complex. | Southwest Wyoming region | ForeUp course 19300 schedule 1407; verified 21 slots at +2. | Source sheet verification: VERIFIED
Old Baldy Club,,Saratoga,,Private,https://www.oldbaldyclub.com/,,,no,high,"Pro shop (307) 326-5222 | 18 holes opened 1962, Henry Hughes design, 7,163 yds along the North Platte on E Pic Pike Rd. Highly private sporting club with lodging for members. | Southeast / Front Range region | Private club, members only. | Source sheet verification: PRIVATE"
Saratoga Public Golf Course,,Saratoga,,Public,https://saratogahotspringsresort.com/,,,no,high,"Pro shop (307) 326-5153 | 9 holes, 3,580 yds, dating to the 1950s along the North Platte River. Pro shop now at the Wyoming Outdoor Adventures base camp across from Saratoga Hot Springs Resort. April-mid October. | Southeast / Front Range region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE | Sheet status: Seasonal"
Hidden Bridge Golf Club,,Sheridan,,Public,https://www.hiddenbridgegolf.com/,,,no,medium,"Pro shop (307) 752-6625 | 18 holes, par 72, at 550 Mydland Rd; one of Wyoming's newest courses, expanded from its original nine. No online booking found on the course site. | Northeast / Powder River region | No online tee sheet found; call to book. | Source sheet verification: UNVERIFIED"
Kendrick Golf Course,,Sheridan,,Municipal,https://golfkendrick.com/,other:cps-shared,https://secure.west.prophetservices.com/KendrickGCv3,yes,high,"Pro shop (307) 674-8148 | 18 holes, par 72, ~6,800 yds, opened 1932, Edward A. Hunnicutt design; City of Sheridan course at 65 Golf Course Rd. Golf Digest top-5 in state. | Northeast / Powder River region | Club Prophet on the legacy shared host secure.west.prophetservices.com, path KendrickGCv3. Tee times render publicly, but the adapter only speaks <tenant>.cps.golf and no Kendrick cps.golf tenant exists (three candidates NXDOMAIN against a resolving control). Link-only card. | Source sheet verification: VERIFIED"
The Powder Horn Golf Club,,Sheridan,,Private,https://www.thepowderhorn.com/,,,no,high,"Pro shop (307) 673-4800 | 27 holes in three nines (Mountain, Stag, Eagle) at 161 Hwy 335; Troon-affiliated private club and residential community. Pro shop (307) 672-5323. | Northeast / Powder River region | Private club, members only. | Source sheet verification: PRIVATE"
Sinclair Golf Club,,Sinclair,,Public,,,,no,high,"Pro shop (307) 324-6320 | 9 holes, par 36, 2,860 yds, established 1940 about 6 miles northeast of the refinery town of Sinclair. Season roughly Apr 15-Oct 15. | Southeast / Front Range region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE | Sheet status: Seasonal"
Aspen Hills Golf Course,,Star Valley Ranch,,Semi-Private,https://svrawy.com/,chronogolf,https://www.chronogolf.com/club/star-valley-ranch,yes,high,"Pro shop (307) 883-2230 | 9 holes, par 36, owned by the Star Valley Ranch Association next to Bridger-Teton NF. The par-5 'Tunnel Hole' is widely called Wyoming's hardest hole. Mailing town Thayne. Shares one Lightspeed tee sheet with the other Star Valley Ranch course; de-duplicate by booking URL when scraping. | Southwest Wyoming region | CORRECTED 2026-08-13: same Lightspeed simulator mix-up as Cedar Creek. Real tee sheet is Chronogolf club 15494 course 23538; verified 69/58 slots at +2/+7. Course id pinned in EXTRA_IDS. | Source sheet verification: VERIFIED"
Cedar Creek Golf Course,,Star Valley Ranch,,Semi-Private,https://golfstarvalley.com/,chronogolf,https://www.chronogolf.com/club/star-valley-ranch,yes,high,"Pro shop (307) 883-2230 | 18 holes, par 73, Star Valley Ranch Association's flagship course; tree-lined mountain layout. Mailing town Thayne. Alt phone (307) 883-2669. Shares one Lightspeed tee sheet with the other Star Valley Ranch course; de-duplicate by booking URL when scraping. | Southwest Wyoming region | CORRECTED 2026-08-13: the sheet's booking.lightspeed.app UUID is the Simulator bay reservation page, not a tee sheet. Real tee sheet is Chronogolf club 15494 (Star Valley Ranch Association), course 17793; verified 69/57 slots at +2/+7. Course id is pinned in EXTRA_IDS so this venue does not publish Aspen Hills' sheet or the simulator. | Source sheet verification: VERIFIED"
Star Valley RV Golf Course,,Star Valley Ranch,,Public,,,,no,medium,"Pro shop (307) 883-4670 | Small resort course attached to the Star Valley Ranch RV park (Thayne area), separate from the SVRA courses. Hole count and current operation not independently confirmed. | Southwest Wyoming region | No online tee sheet found; call to book. | Source sheet verification: UNVERIFIED"
Sundance Country Club,,Sundance,,Public,https://www.sundancecountryclub.com/,,,no,high,Pro shop (307) 283-1191 | 9 holes open to the public in the Black Hills; club states tee times are not needed - walk-up play. Low green fees. | Northeast / Powder River region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE
Shooting Star Golf Club,,Teton Village,,Private,https://www.shootingstarjh.com/,,,no,high,"Pro shop (307) 739-3260 | 18-hole Tom Fazio design at 6765 N Crystal Springs Rd, Teton Village; private club and residential community at the base of Jackson Hole Mountain Resort. | Jackson Hole & Teton Valley region | Private club, members only. | Source sheet verification: PRIVATE"
Legion Town & Country Club (Thermopolis Golf Course),,Thermopolis,,Semi-Private,https://thermopolisgolf.com/,,,no,high,"Pro shop (307) 864-5294 | 9 holes with a second tee set for an 18-hole round, near Hot Springs State Park. Memberships payable online via Square, but no online tee sheet - call the pro shop. | Northwest / Big Horn Basin region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE"
Cottonwood Golf Course (Cottonwood at Torrington),,Torrington,,Municipal,https://www.cottonwoodattorrington.com/,other:unclaimed-chronogolf,https://www.chronogolf.com/club/cottonwood-country-club-wyoming,yes,high,"Pro shop (307) 532-3868 | 18 holes owned by the City of Torrington; tee times available up to 14 days ahead. Course booking page returned 403 so the exact widget target is unconfirmed. | Southeast / Front Range region | Chronogolf club 15464 resolves but is online_booking_enabled=false and active=false with 0 slots on every date probed. Unclaimed directory listing, not a live tee sheet. | Source sheet verification: UNVERIFIED"
Cedar Pines Golf Course,,Upton,,Semi-Private,https://www.facebook.com/cedarpines,,,no,high,"Pro shop (307) 468-2847 | 9 holes, par 36, 3,198 yds, established 1984 at 2579 N Hwy 116; run by the Upton Golf Association. Season approx. Apr 1-Nov 1. Driving range on site. | Northeast / Powder River region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE | Sheet status: Seasonal"
Wheatland Golf Club,,Wheatland,,Semi-Private,https://wheatlandgolf.com/,,,no,high,"Pro shop (307) 322-3675 | 9 holes, par 36, established 1924 at 1253 Cole St; tree-lined fairways with ponds and a creek. Memberships and leagues; no confirmed online tee sheet. | Southeast / Front Range region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE"
Teton Pines Country Club,,Wilson,,Private,https://www.tetonpines.com/,,,no,high,"Pro shop (307) 733-1005 | 18-hole par-72 Arnold Palmer/Ed Seay design at 3450 N Clubhouse Dr. Members only apart from very limited reciprocal afternoon tee times arranged club-to-club. | Jackson Hole & Teton Valley region | Private club, members only. | Source sheet verification: PRIVATE"
Green Hills Golf Club,,Worland,,Municipal,https://greenhillswy.com/,other:eagleclubsystems,https://player.eagleclubsystems.online/#/tee-slot?dbname=greenhills20250215,yes,high,"Pro shop (307) 347-8972 | 18 holes at 1455 Airport Rd, City of Worland municipal course in the Big Horn Basin. Open 7am-9pm daily in season. | Northwest / Big Horn Basin region | Eagle Club Systems tenant greenhills20250215; live sheet with 54 times, address-confirmed Worland WY. The engine names it Green Hills Golf Course. Link-only card. | Source sheet verification: VERIFIED"
Hay Creek Golf Club,,Wright,,Public,https://www.wrightwyoming.com/hay_creek_golf_club.php,,,no,high,Pro shop (307) 464-0747 | 9-hole links-style public course in the coal town of Wright; membership and daily-fee applications posted as PDFs. Campbell County/Wright Rec supported. | Northeast / Powder River region | No online tee sheet found; call to book. | Source sheet verification: NO_ONLINE
